Status,Subj,Num,Title Short,Title Long,Type/Instr Met,Level,College,Dept,Cred Hrs,Description
Active,SIA,6150,Corp Security & Investigations,Corporate Security and Investigations,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Explores the essentials of private and public investigations in a corporate environment. Focuses on the comprehensive study of the investigative process, tools of investigations, and types of investigations. Includes an examination of fraud detection, risk assessment, employee theft, insider threat, embezzlement, accounting improprieties, compliance investigations, internal controls, and safeguards to prevent these threats."
Active,SIA,6170,Counterintelligence,Counterintelligence,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Presents a comprehensive overview of counterintelligence (CI) and how intelligence agencies, organizations, and military units in the United States use both offensive and defensive CI to guard and protect U.S. national security interests from foreign intelligence entities. Explores multidisciplinary CI support to intelligence operations through historical analysis and case studies. Reviews and analyzes how cultural, social, and technological changes affect CI."
Active,SIA,6980,Capstone,Capstone,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Offers students an opportunity to increase their impact and effectiveness as a leader working on a real problem set for a real consumer of information in the security and intelligence studies field. Explores and analyzes global security and intelligence threats, such as threats to national security, homeland security, and cybersecurity. Culminates in a team-based experiential project."
Active,SIA,6983,Topics in Strat Intel Analysis,Topics in Strategic Intelligence and Analysis,Type: Lecture | Instr Met:,GP,PS,CPS,1 to 4,Introduces selected and substantive issues in homeland security. Topics vary from one offering of the course to the next. May be repeated up to seven times for up to 8 total credits.
Active,SIA,7990,Thesis,Thesis,Type: Individual Instruction | Instr Met:,GP,PS,CPS,1 to 4,Offers thesis supervision by members of the department.
Active,SMT,6010,Building Business Acumen,Building Business Acumen,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Offers students an opportunity to develop business acumen by examining how a business achieves its goals, studying how to assess the critical interdependencies across functions and divisions, and analyzing how financial and strategic decisions impact value creation. Emphasizes the short- and long-term trade-offs of business decisions; the role of marketing, sales, and customer service; and the tools to analyze and synthesize market and competitive data. Focuses on the assessment of key performance indicators that are most useful to appreciate the value of each customer to the organization."
Active,SMT,6020,Managing Customer Experience,Managing the Customer Experience,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Offers students a framework for managing the customer experience in the digital era. Examines ways to influence every stage of the customer-decision journey, from lead generation to building long-term customer relationships. Engages students in the application of best practices in sales and service management in both the business-to-consumer (B2C) and business-to-business (B2B) sectors. Emphasizes ethical standards and trust in the customer engagement process."
Active,SMT,6980,Capstone,Sales Management Capstone,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Offers students, working as individuals or in groups, an opportunity to design and carry out an interdisciplinary project conducted with real-world clients. Applies strategic frameworks and best practices to help organizations shift from seller-centric models to buyer-centric sales approaches."
Active,SMT,6983,Special Topics,Special Topics,Type: Lecture | Instr Met:,GP,PS,CPS,3,Covers special topics relevant to the sales management industry. May be repeated up to four times.
Active,SOC,1100,Introduction to Sociology,Introduction to Sociology,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Examines the basic theoretical perspectives, research methods, and concepts of sociology, including society, culture, institutions, status and role, socialization, social groups, and the role of the individual within society. Considers a number of specific topics to help explore these concepts, including crime, deviance, sexualities, gender, education, and the environment."
Active,SOC,1210,Sociology of Boston,Sociology of Boston,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Examines Boston from the perspective of environmental development, neighborhood and intergroup relations, institutional services, and symbolic meanings. The city is a laboratory for exploring the people's search for a lifestyle and the satisfaction of their needs. Offers students an opportunity to learn about urban sociology by using Boston as the case study. Examines the social history and historical development of contemporary Boston and analyzes selected current sociological issues."
Active,SOC,1220,Engaging Difference/Diversity,Engaging Difference and Diversity,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Introduces the issue of diversity in the United States and across the globe. All humans share the same basic capacity for thinking, feeling, and social and moral reasoning. This general capacity takes specific cultural shape as each group adapts to different environments and historical situations and over time constructs a cultural tradition. Offers students an opportunity to articulate this knowledge intellectually and to apply it to everyday living and practices."
